locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKJNFLKG_00376	CDS	495				hypothetical protein
CKJNFLKG_00377	CDS	333				hypothetical protein
CKJNFLKG_00378	CDS	897				hypothetical protein
CKJNFLKG_00379	CDS	1866				hypothetical protein
CKJNFLKG_00380	CDS	816	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
CKJNFLKG_00381	CDS	1074	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
CKJNFLKG_00382	CDS	1059	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
CKJNFLKG_00383	CDS	942				hypothetical protein
CKJNFLKG_00384	CDS	846				hypothetical protein
CKJNFLKG_00385	CDS	1437	pyk	2.7.1.40		Pyruvate kinase
CKJNFLKG_00386	CDS	1491	rssB_2			Regulator of RpoS
CKJNFLKG_00387	CDS	1785				hypothetical protein
CKJNFLKG_00388	CDS	1341	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
CKJNFLKG_00389	CDS	897	lacF_1			Lactose transport system permease protein LacF
CKJNFLKG_00390	CDS	849	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_00391	CDS	1176	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
CKJNFLKG_00392	CDS	1080				hypothetical protein
CKJNFLKG_00393	CDS	996	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CKJNFLKG_00394	CDS	663		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
CKJNFLKG_00395	CDS	1272	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CKJNFLKG_00396	CDS	1152		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
CKJNFLKG_00397	CDS	1863				hypothetical protein
CKJNFLKG_00398	CDS	1560	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
CKJNFLKG_00399	CDS	1326	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
CKJNFLKG_00400	CDS	903	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
CKJNFLKG_00401	CDS	864	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_00402	CDS	1362		3.1.6.-		Ulvan-active sulfatase
CKJNFLKG_00403	CDS	2013	bgaB	3.2.1.23		Beta-galactosidase bgaB
CKJNFLKG_00404	CDS	1137				hypothetical protein
CKJNFLKG_00405	CDS	876	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
CKJNFLKG_00406	CDS	753				hypothetical protein
CKJNFLKG_00407	CDS	582	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
CKJNFLKG_00408	CDS	222				hypothetical protein
CKJNFLKG_00409	CDS	396	blaI_1		COG3682	Penicillinase repressor
CKJNFLKG_00410	CDS	216				hypothetical protein
CKJNFLKG_00411	tRNA	75				tRNA-Ala(cgc)
CKJNFLKG_00412	tRNA	76				tRNA-Val(cac)
CKJNFLKG_00413	CDS	672	arlR_2		COG0745	Response regulator ArlR
CKJNFLKG_00414	CDS	1182	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
CKJNFLKG_00415	CDS	1071				hypothetical protein
CKJNFLKG_00416	CDS	666				hypothetical protein
CKJNFLKG_00417	CDS	870	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CKJNFLKG_00418	CDS	1440				hypothetical protein
CKJNFLKG_00419	CDS	483				hypothetical protein
CKJNFLKG_00420	CDS	486				hypothetical protein
CKJNFLKG_00421	CDS	600				hypothetical protein
CKJNFLKG_00422	CDS	300				hypothetical protein
CKJNFLKG_00423	CDS	1014				hypothetical protein
CKJNFLKG_00424	CDS	1347				hypothetical protein
CKJNFLKG_00425	CDS	462				hypothetical protein
CKJNFLKG_00426	CDS	1212	lysC	2.7.2.4		Aspartokinase
CKJNFLKG_00427	CDS	723				hypothetical protein
CKJNFLKG_00428	CDS	2052				hypothetical protein
CKJNFLKG_00429	CDS	4683	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
CKJNFLKG_00430	CDS	1695	ade_1	3.5.4.2	COG1001	Adenine deaminase
CKJNFLKG_00431	CDS	1524	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
CKJNFLKG_00432	CDS	1401	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
CKJNFLKG_00433	CDS	1221	eriC		COG0038	Chloride/fluoride channel protein
CKJNFLKG_00434	CDS	861	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
CKJNFLKG_00435	CDS	588				hypothetical protein
CKJNFLKG_00436	CDS	207	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
CKJNFLKG_00437	CDS	3684				hypothetical protein
CKJNFLKG_00438	CDS	660				hypothetical protein
CKJNFLKG_00439	CDS	891	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CKJNFLKG_00440	CDS	1434				hypothetical protein
CKJNFLKG_00441	CDS	966				hypothetical protein
CKJNFLKG_00442	CDS	1344	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CKJNFLKG_00443	CDS	1182	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
CKJNFLKG_00444	CDS	1272				hypothetical protein
CKJNFLKG_00445	CDS	1368				hypothetical protein
CKJNFLKG_00446	CDS	918	lacF_2			Lactose transport system permease protein LacF
CKJNFLKG_00447	CDS	825				hypothetical protein
CKJNFLKG_00448	CDS	633				hypothetical protein
CKJNFLKG_00449	CDS	957	hpr_2	1.1.1.81	COG1052	Hydroxypyruvate reductase
CKJNFLKG_00450	tRNA	82				tRNA-Leu(caa)
CKJNFLKG_00451	CDS	369				hypothetical protein
CKJNFLKG_00452	CDS	999				hypothetical protein
CKJNFLKG_00453	CDS	1047				hypothetical protein
CKJNFLKG_00454	CDS	699				hypothetical protein
CKJNFLKG_00455	CDS	1125				hypothetical protein
CKJNFLKG_00456	CDS	1275	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CKJNFLKG_00457	CDS	864				hypothetical protein
CKJNFLKG_00458	CDS	2391	chbP_1	2.4.1.280		N,N'-diacetylchitobiose phosphorylase
CKJNFLKG_00459	CDS	1434	pgcA_2	5.4.2.2		Phosphoglucomutase
CKJNFLKG_00460	CDS	1749				hypothetical protein
CKJNFLKG_00461	CDS	1353				hypothetical protein
CKJNFLKG_00462	CDS	894	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_00463	CDS	864	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
CKJNFLKG_00464	CDS	735				putative response regulatory protein
CKJNFLKG_00465	CDS	1545	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
CKJNFLKG_00466	CDS	2136	ppk	2.7.4.1		Polyphosphate kinase
CKJNFLKG_00467	tRNA	73				tRNA-Glu(ctc)
CKJNFLKG_00468	tRNA	73				tRNA-Glu(ctc)
CKJNFLKG_00469	tRNA	73				tRNA-Glu(ctc)
CKJNFLKG_00470	CDS	840	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
CKJNFLKG_00471	CDS	1374	mepA_2		COG0534	Multidrug export protein MepA
CKJNFLKG_00472	CDS	1578				hypothetical protein
CKJNFLKG_00473	CDS	999				hypothetical protein
CKJNFLKG_00474	CDS	1062				hypothetical protein
CKJNFLKG_00475	CDS	1455	xylP_2			Isoprimeverose transporter
CKJNFLKG_00476	CDS	1557				hypothetical protein
CKJNFLKG_00477	CDS	1092				hypothetical protein
CKJNFLKG_00478	CDS	1377	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
CKJNFLKG_00479	CDS	1272				hypothetical protein
CKJNFLKG_00480	CDS	786	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
CKJNFLKG_00481	CDS	678				hypothetical protein
CKJNFLKG_00482	CDS	1419	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
CKJNFLKG_00483	CDS	525				hypothetical protein
CKJNFLKG_00484	CDS	657	tupC	7.3.2.6		Tungstate uptake system ATP-binding protein TupC
CKJNFLKG_00485	CDS	687	tupB			Tungstate uptake system permease protein TupB
CKJNFLKG_00486	CDS	1029				hypothetical protein
CKJNFLKG_00487	CDS	1227	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
CKJNFLKG_00488	CDS	1407				putative protein MG039 
CKJNFLKG_00489	CDS	879		1.18.1.2		Ferredoxin--NADP reductase
CKJNFLKG_00490	CDS	690	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
CKJNFLKG_00491	CDS	885	gltC_1			HTH-type transcriptional regulator GltC
CKJNFLKG_00492	CDS	1275				IS110 family transposase ISGka2
CKJNFLKG_00493	CDS	957				hypothetical protein
CKJNFLKG_00494	CDS	1260	fumC_1	4.2.1.2		Fumarate hydratase class II
CKJNFLKG_00495	CDS	1116	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
CKJNFLKG_00496	CDS	792	kdgR_1		COG1414	Transcriptional regulator KdgR
CKJNFLKG_00497	CDS	1416	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
CKJNFLKG_00498	CDS	1221		1.1.1.38		NAD-dependent malic enzyme
CKJNFLKG_00499	CDS	255				hypothetical protein
CKJNFLKG_00500	CDS	1878				hypothetical protein
CKJNFLKG_00501	CDS	1632	betL_2		COG1292	Glycine betaine transporter BetL
CKJNFLKG_00502	CDS	396	rnfB_1	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
CKJNFLKG_00503	CDS	1929				hypothetical protein
CKJNFLKG_00504	CDS	537	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
CKJNFLKG_00505	CDS	828	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
CKJNFLKG_00506	CDS	1923	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
CKJNFLKG_00507	CDS	2247	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
CKJNFLKG_00508	CDS	921	zntB			Zinc transport protein ZntB
CKJNFLKG_00509	CDS	1218				hypothetical protein
CKJNFLKG_00510	CDS	465	rimP		COG0779	Ribosome maturation factor RimP
CKJNFLKG_00511	CDS	1236	nusA		COG0195	Transcription termination/antitermination protein NusA
CKJNFLKG_00512	CDS	279				hypothetical protein
CKJNFLKG_00513	CDS	315	rplGA		COG1358	putative ribosomal protein YlxQ
CKJNFLKG_00514	CDS	3069	infB			Translation initiation factor IF-2
CKJNFLKG_00515	CDS	396	rbfA		COG0858	Ribosome-binding factor A
CKJNFLKG_00516	CDS	966	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
CKJNFLKG_00517	CDS	921	truB	5.4.99.25		tRNA pseudouridine synthase B
CKJNFLKG_00518	CDS	927	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CKJNFLKG_00519	CDS	1659				hypothetical protein
CKJNFLKG_00520	CDS	753				hypothetical protein
CKJNFLKG_00521	CDS	267	rpsO			30S ribosomal protein S15
CKJNFLKG_00522	CDS	2097	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CKJNFLKG_00523	CDS	492	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
CKJNFLKG_00524	CDS	513	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
CKJNFLKG_00525	CDS	765				hypothetical protein
CKJNFLKG_00526	CDS	594				hypothetical protein
CKJNFLKG_00527	CDS	1176	fabV	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
CKJNFLKG_00528	CDS	267				hypothetical protein
CKJNFLKG_00529	CDS	204				hypothetical protein
CKJNFLKG_00530	CDS	198				hypothetical protein
CKJNFLKG_00531	CDS	894				hypothetical protein
CKJNFLKG_00532	CDS	396				hypothetical protein
CKJNFLKG_00533	CDS	1575	clcA			H(+)/Cl(-) exchange transporter ClcA
CKJNFLKG_00534	CDS	1899	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
CKJNFLKG_00535	CDS	537				hypothetical protein
CKJNFLKG_00536	CDS	1002				hypothetical protein
CKJNFLKG_00537	CDS	963	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CKJNFLKG_00538	CDS	480				hypothetical protein
CKJNFLKG_00539	CDS	843	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
CKJNFLKG_00540	CDS	1500	uxaB_2	1.1.1.58	COG0246	Altronate oxidoreductase
CKJNFLKG_00541	CDS	1482	uxaA_2	4.2.1.7	COG2721	Altronate dehydratase
CKJNFLKG_00542	CDS	132				hypothetical protein
CKJNFLKG_00543	CDS	1002			COG1609	HTH-type transcriptional regulator
CKJNFLKG_00544	CDS	1023			COG1638	Solute-binding protein
CKJNFLKG_00545	CDS	504	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
CKJNFLKG_00546	CDS	1308	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CKJNFLKG_00547	CDS	1416	uxaC	5.3.1.12	COG1904	Uronate isomerase
CKJNFLKG_00548	CDS	1263	uraA		COG2233	Uracil permease
CKJNFLKG_00549	CDS	327				hypothetical protein
CKJNFLKG_00550	CDS	1041	capA			Capsule biosynthesis protein CapA
CKJNFLKG_00551	CDS	675	arlR_3		COG0745	Response regulator ArlR
CKJNFLKG_00552	CDS	1344	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_00553	CDS	93				hypothetical protein
CKJNFLKG_00554	CDS	738				hypothetical protein
CKJNFLKG_00555	CDS	690				hypothetical protein
CKJNFLKG_00556	CDS	1755				hypothetical protein
CKJNFLKG_00557	CDS	939	cysK	2.5.1.47	COG0031	Cysteine synthase
CKJNFLKG_00558	CDS	1308		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
CKJNFLKG_00559	CDS	435	cymR_1			HTH-type transcriptional regulator CymR
CKJNFLKG_00560	CDS	879	rhaS_2			HTH-type transcriptional activator RhaS
CKJNFLKG_00561	CDS	357				hypothetical protein
CKJNFLKG_00562	CDS	405				hypothetical protein
CKJNFLKG_00563	CDS	264				hypothetical protein
CKJNFLKG_00564	CDS	597	cmk_2	2.7.4.25		Cytidylate kinase
CKJNFLKG_00565	CDS	1914				hypothetical protein
CKJNFLKG_00566	CDS	2169		2.4.1.211		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
CKJNFLKG_00567	CDS	378				hypothetical protein
CKJNFLKG_00568	CDS	1356				hypothetical protein
CKJNFLKG_00569	CDS	114				hypothetical protein
CKJNFLKG_00570	CDS	381				hypothetical protein
CKJNFLKG_00571	CDS	180				hypothetical protein
CKJNFLKG_00572	CDS	150				hypothetical protein
CKJNFLKG_00573	CDS	318				hypothetical protein
CKJNFLKG_00574	CDS	237				hypothetical protein
CKJNFLKG_00575	CDS	297				hypothetical protein
CKJNFLKG_00576	CDS	225				hypothetical protein
CKJNFLKG_00577	CDS	981	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CKJNFLKG_00578	CDS	987	fabH_3	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CKJNFLKG_00579	CDS	705			COG1136	putative ABC transporter ATP-binding protein
CKJNFLKG_00580	CDS	2274				hypothetical protein
CKJNFLKG_00581	CDS	447				hypothetical protein
CKJNFLKG_00582	CDS	567				hypothetical protein
CKJNFLKG_00583	CDS	846		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
CKJNFLKG_00584	CDS	684				hypothetical protein
CKJNFLKG_00585	CDS	714				hypothetical protein
CKJNFLKG_00586	CDS	114				hypothetical protein
CKJNFLKG_00587	CDS	312				hypothetical protein
CKJNFLKG_00588	CDS	684				IS66 family transposase ISSwo2
CKJNFLKG_00589	CDS	432				hypothetical protein
CKJNFLKG_00590	CDS	432				hypothetical protein
CKJNFLKG_00591	CDS	144				hypothetical protein
CKJNFLKG_00592	CDS	567	agrB_1	3.4.-.-		Accessory gene regulator protein B
CKJNFLKG_00593	CDS	504				hypothetical protein
CKJNFLKG_00594	CDS	576				hypothetical protein
CKJNFLKG_00595	CDS	720	lytR		COG3279	Sensory transduction protein LytR
CKJNFLKG_00596	CDS	1314				hypothetical protein
CKJNFLKG_00597	CDS	156				hypothetical protein
CKJNFLKG_00598	CDS	3114				hypothetical protein
CKJNFLKG_00599	CDS	861				hypothetical protein
CKJNFLKG_00600	CDS	579				hypothetical protein
CKJNFLKG_00601	CDS	1746				hypothetical protein
CKJNFLKG_00602	CDS	603				hypothetical protein
CKJNFLKG_00603	CDS	999	fabH_4	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
CKJNFLKG_00604	CDS	1800				hypothetical protein
CKJNFLKG_00605	CDS	585				hypothetical protein
CKJNFLKG_00606	CDS	888	fabH2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
CKJNFLKG_00607	CDS	594				hypothetical protein
CKJNFLKG_00608	CDS	1071	ilvE_1	2.6.1.42		putative branched-chain-amino-acid aminotransferase
CKJNFLKG_00609	CDS	1041	fabH_5	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CKJNFLKG_00610	CDS	534				hypothetical protein
CKJNFLKG_00611	CDS	108				hypothetical protein
CKJNFLKG_00612	CDS	468				IS110 family transposase ISGka2
CKJNFLKG_00613	CDS	522	porC_2	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
CKJNFLKG_00614	CDS	246	porD		COG1144	Pyruvate synthase subunit PorD
CKJNFLKG_00615	CDS	1128	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
CKJNFLKG_00616	CDS	945		1.2.7.10	COG1013	Oxalate oxidoreductase subunit beta
CKJNFLKG_00617	CDS	900	metAA_1	2.3.1.31		Homoserine O-acetyltransferase
CKJNFLKG_00618	CDS	522				hypothetical protein
CKJNFLKG_00619	CDS	1194				hypothetical protein
CKJNFLKG_00620	CDS	327				hypothetical protein
CKJNFLKG_00621	CDS	186				hypothetical protein
CKJNFLKG_00622	CDS	1938				hypothetical protein
CKJNFLKG_00623	CDS	183				hypothetical protein
CKJNFLKG_00624	CDS	2313				hypothetical protein
CKJNFLKG_00625	CDS	387				hypothetical protein
CKJNFLKG_00626	CDS	219				hypothetical protein
CKJNFLKG_00627	CDS	1332				hypothetical protein
CKJNFLKG_00628	CDS	912				hypothetical protein
CKJNFLKG_00629	CDS	1863				hypothetical protein
CKJNFLKG_00630	CDS	486				hypothetical protein
CKJNFLKG_00631	CDS	858	rhaR_4			HTH-type transcriptional activator RhaR
CKJNFLKG_00632	CDS	339				hypothetical protein
CKJNFLKG_00633	CDS	213				hypothetical protein
CKJNFLKG_00634	CDS	261				hypothetical protein
CKJNFLKG_00635	CDS	483				hypothetical protein
CKJNFLKG_00636	CDS	795	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
CKJNFLKG_00637	CDS	210				hypothetical protein
CKJNFLKG_00638	CDS	459		3.6.1.25	COG2954	Inorganic triphosphatase
CKJNFLKG_00639	CDS	546	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
CKJNFLKG_00640	CDS	1311	tig_1	5.2.1.8	COG0544	Trigger factor
CKJNFLKG_00641	CDS	582	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CKJNFLKG_00642	CDS	1296	clpX_2		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
CKJNFLKG_00643	CDS	2316	lon1_1	3.4.21.53	COG0466	Lon protease 1
CKJNFLKG_00644	CDS	594	engB		COG0218	putative GTP-binding protein EngB
CKJNFLKG_00645	CDS	1185	gph_1	3.1.3.18		Phosphoglycolate phosphatase
CKJNFLKG_00646	CDS	846	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
CKJNFLKG_00647	CDS	858	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
CKJNFLKG_00648	CDS	801	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
CKJNFLKG_00649	CDS	756	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CKJNFLKG_00650	CDS	1482	malQ_1	2.4.1.25	COG1640	4-alpha-glucanotransferase
CKJNFLKG_00651	CDS	510				hypothetical protein
CKJNFLKG_00652	CDS	945				hypothetical protein
CKJNFLKG_00653	CDS	261				hypothetical protein
CKJNFLKG_00654	CDS	1665				hypothetical protein
CKJNFLKG_00655	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
CKJNFLKG_00656	CDS	1296	pyrC	3.5.2.3	COG0044	Dihydroorotase
CKJNFLKG_00657	CDS	930	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
CKJNFLKG_00658	CDS	777	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
CKJNFLKG_00659	CDS	903	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
CKJNFLKG_00660	CDS	678	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CKJNFLKG_00661	CDS	153				hypothetical protein
CKJNFLKG_00662	CDS	489				hypothetical protein
CKJNFLKG_00663	CDS	321				hypothetical protein
CKJNFLKG_00664	CDS	591				hypothetical protein
CKJNFLKG_00665	CDS	2055				hypothetical protein
CKJNFLKG_00666	CDS	501	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CKJNFLKG_00667	CDS	1026	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
CKJNFLKG_00668	CDS	627	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
CKJNFLKG_00669	CDS	1275	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CKJNFLKG_00670	CDS	369	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
CKJNFLKG_00671	CDS	2463	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
CKJNFLKG_00672	CDS	414				hypothetical protein
CKJNFLKG_00673	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
CKJNFLKG_00674	CDS	927				hypothetical protein
CKJNFLKG_00675	rRNA	1530				16S ribosomal RNA
CKJNFLKG_00676	rRNA	2878				23S ribosomal RNA
CKJNFLKG_00677	tRNA	73				tRNA-Trp(cca)
CKJNFLKG_00678	CDS	138				hypothetical protein
CKJNFLKG_00679	CDS	711				hypothetical protein
CKJNFLKG_00680	CDS	231				hypothetical protein
CKJNFLKG_00681	CDS	135				hypothetical protein
CKJNFLKG_00682	CDS	222				hypothetical protein
CKJNFLKG_00683	CDS	1398				hypothetical protein
CKJNFLKG_00684	CDS	1428	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
CKJNFLKG_00685	CDS	1338				hypothetical protein
CKJNFLKG_00686	CDS	726	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
CKJNFLKG_00687	CDS	1338	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
CKJNFLKG_00688	CDS	138				hypothetical protein
CKJNFLKG_00689	CDS	195				hypothetical protein
CKJNFLKG_00690	CDS	951	mraY_1	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CKJNFLKG_00691	CDS	294				hypothetical protein
CKJNFLKG_00692	CDS	180				hypothetical protein
CKJNFLKG_00693	CDS	138				hypothetical protein
CKJNFLKG_00694	CDS	234				hypothetical protein
CKJNFLKG_00695	CDS	1680				hypothetical protein
CKJNFLKG_00696	CDS	570	ygcP		COG1954	putative protein YgcP
CKJNFLKG_00697	CDS	1464	lhgD	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
CKJNFLKG_00698	CDS	1272		1.18.1.2		Ferredoxin--NADP reductase
CKJNFLKG_00699	CDS	366				hypothetical protein
CKJNFLKG_00700	CDS	1164				IS110 family transposase ISFnu3
CKJNFLKG_00701	CDS	825	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
CKJNFLKG_00702	CDS	684	sfsA		COG1489	Sugar fermentation stimulation protein A
CKJNFLKG_00703	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
CKJNFLKG_00704	CDS	1017				hypothetical protein
CKJNFLKG_00705	CDS	906	hcaR_1			Hca operon transcriptional activator HcaR
CKJNFLKG_00706	CDS	354				hypothetical protein
CKJNFLKG_00707	CDS	711				hypothetical protein
CKJNFLKG_00708	CDS	762				hypothetical protein
CKJNFLKG_00709	CDS	681				hypothetical protein
CKJNFLKG_00710	CDS	681				hypothetical protein
CKJNFLKG_00711	CDS	483				hypothetical protein
CKJNFLKG_00712	CDS	288				hypothetical protein
CKJNFLKG_00713	CDS	768				hypothetical protein
CKJNFLKG_00714	CDS	1167	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
CKJNFLKG_00715	CDS	1347	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_00716	CDS	507				hypothetical protein
CKJNFLKG_00717	CDS	384				hypothetical protein
CKJNFLKG_00718	CDS	237				hypothetical protein
CKJNFLKG_00719	CDS	114				hypothetical protein
CKJNFLKG_00720	CDS	1314				hypothetical protein
CKJNFLKG_00721	CDS	648				hypothetical protein
CKJNFLKG_00722	CDS	834				hypothetical protein
CKJNFLKG_00723	CDS	924	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
CKJNFLKG_00724	CDS	471	mgsA_1	4.2.3.3	COG1803	Methylglyoxal synthase
CKJNFLKG_00725	CDS	777	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
CKJNFLKG_00726	CDS	1494	mepA_3			Multidrug export protein MepA
CKJNFLKG_00727	CDS	624				hypothetical protein
CKJNFLKG_00728	CDS	687	ywaC_1	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
CKJNFLKG_00729	CDS	858				hypothetical protein
CKJNFLKG_00730	CDS	654	dnaJ_1			Chaperone protein DnaJ
